direction,q,side,policy,phase,node,end,sample,warmup,correct,requested_delay_ms,local_activation_arrival_ms,activation_ack_ms,post_activation_weight_wait_ms,subsequent_compute_cuda_ms,finite_work_complete_ms,weight_bytes,weight_work_ms,activation_event_prepare_ms,activation_copy_call_ms,activation_post_call_submit_ms,activation_completion_wait_ms,activation_host_ms,activation_cuda_ms,activation_gpu_start_ms,activation_gpu_end_ms
A-B,128,receiver,window2,zero,B,receiver,5,False,True,0,2.590064287185669,,5.859025955200195,0.4986880123615265,9.604850053787231,201433088,8.856820821762085,0.039628028869628906,0.011848926544189453,0.006545066833496094,0.5414409637451172,0.5994629859924316,0.022272000089287758,3.152928113937378,3.1751999855041504
A-B,128,receiver,window2,zero,B,receiver,6,False,True,0,2.1914169788360596,,5.780284881591797,0.808351993560791,9.951487064361572,201433088,8.97498106956482,0.0807039737701416,0.019099950790405273,0.019803762435913086,0.9785799980163574,1.0981876850128174,0.02287999913096428,3.252703905105591,3.2755839824676514
A-B,128,receiver,window2,zero,B,receiver,7,False,True,0,2.6063709259033203,,5.808261156082153,0.5101760029792786,9.587810039520264,201433088,8.888029098510742,0.036859989166259766,0.011438846588134766,0.006576061248779297,0.566129207611084,0.6210041046142578,0.022336000576615334,3.191488027572632,3.2138240337371826
A-B,128,receiver,window2,zero,B,receiver,8,False,True,0,2.5996899604797363,,5.813766956329346,0.4952000081539154,9.55109691619873,201433088,8.874725580215454,0.036713361740112305,0.011434793472290039,0.006769895553588867,0.5516071319580078,0.606525182723999,0.022143999114632607,3.171583890914917,3.193727970123291
A-B,128,receiver,window2,zero,B,receiver,9,False,True,0,2.609821081161499,,5.80918025970459,0.5725759863853455,9.622754096984863,201433088,8.86373496055603,0.036073923110961914,0.011423826217651367,0.0062770843505859375,0.5415730476379395,0.5953478813171387,0.022272000089287758,3.168704032897949,3.1909759044647217
A-B,128,receiver,window2,zero,B,receiver,10,False,True,0,2.60986590385437,,5.8738579750061035,0.5220800042152405,9.683905839920044,201433088,8.89950704574585,0.03721213340759277,0.012163877487182617,0.0065991878509521484,0.5640521049499512,0.6200273036956787,0.022592000663280487,3.1934080123901367,3.2160000801086426
A-B,128,receiver,window2,delay2,A,sender,1,False,True,2,2.525008201599121,2.782421112060547,0.0009107589721679688,1.255519986152649,6.705460548400879,0,0,0.20322656631469727,0.061470985412597656,0.03648662567138672,0.011426925659179688,0.31261110305786133,0.09411200135946274,2.755039930343628,2.849152088165283
A-B,128,receiver,window2,delay2,A,sender,2,False,True,2,2.5595178604125977,2.8548121452331543,0.0008687973022460938,1.3771840333938599,6.94616174697876,0,0,0.3422818183898926,0.07033491134643555,0.0395660400390625,0.015221118927001953,0.4674038887023926,0.10579200088977814,2.904576063156128,3.0103681087493896
A-B,128,receiver,window2,delay2,A,sender,3,False,True,2,2.5027074813842773,2.6859145164489746,0.0009636878967285156,1.2310080528259277,6.582963466644287,0,0,0.20482921600341797,0.059841156005859375,0.03582477569580078,0.011635780334472656,0.3121309280395508,0.09247999638319016,2.7141759395599365,2.8066558837890625
A-B,128,receiver,window2,delay2,A,sender,4,False,True,2,2.5017752647399902,2.941707134246826,0.000896453857421875,1.229151964187622,6.816294193267822,0,0,0.1945033073425293,0.057559967041015625,0.03690290451049805,0.012803077697753906,0.3017692565917969,0.0899519994854927,2.702687978744507,2.792639970779419
A-B,128,receiver,window2,delay2,A,sender,5,False,True,2,2.60593318939209,2.7051148414611816,0.0009055137634277344,1.2197120189666748,6.670793056488037,0,0,0.20229768753051758,0.056775569915771484,0.03402376174926758,0.010764598846435547,0.3038616180419922,0.08975999802350998,2.8138880729675293,2.9036478996276855
A-B,128,receiver,window2,delay2,A,sender,6,False,True,2,2.2821593284606934,2.45933198928833,0.0006227493286132812,1.348960041999817,6.150040149688721,0,0,0.0976409912109375,0.0637507438659668,0.030247211456298828,0.010724067687988281,0.2023630142211914,0.0944959968328476,2.386784076690674,2.4812800884246826
A-B,128,receiver,window2,delay2,A,sender,7,False,True,2,2.533029079437256,2.797764301300049,0.000980377197265625,1.2276159524917603,6.6943840980529785,0,0,0.20658349990844727,0.059978485107421875,0.036108970642089844,0.011662960052490234,0.3143339157104492,0.09257599711418152,2.746527910232544,2.839103937149048
A-B,128,receiver,window2,delay2,A,sender,8,False,True,2,2.481107234954834,2.8228135108947754,0.0008540153503417969,1.3649280071258545,6.820517539978027,0,0,0.21098995208740234,0.056733131408691406,0.034499168395996094,0.010321617126464844,0.3125438690185547,0.08931200206279755,2.6984639167785645,2.787775993347168
A-B,128,receiver,window2,delay2,A,sender,9,False,True,2,2.429879665374756,2.876735210418701,0.0009098052978515625,1.2127679586410522,6.654434680938721,0,0,0.2077937126159668,0.06008291244506836,0.033922672271728516,0.013705253601074219,0.3155045509338379,0.09203200042247772,2.6436800956726074,2.7357120513916016
A-B,128,receiver,window2,delay2,A,sender,10,False,True,2,2.489543914794922,2.798572540283203,0.0008831024169921875,1.2304320335388184,6.652766227722168,0,0,0.2076859474182129,0.05641460418701172,0.03375053405761719,0.010595321655273438,0.30844640731811523,0.08879999816417694,2.703360080718994,2.7921600341796875
A-B,128,receiver,window2,delay2,B,receiver,1,False,True,2,4.765999794006348,,4.186056852340698,0.5058879852294922,9.757789850234985,201433088,9.00211787223816,0.03665280342102051,0.011889934539794922,0.006770133972167969,0.18734192848205566,0.24265480041503906,0.021983999758958817,4.964960098266602,4.986944198608398
A-B,128,receiver,window2,delay2,B,receiver,2,False,True,2,4.94731593132019,,3.9672038555145264,0.47868800163269043,9.590839862823486,201433088,8.853633880615234,0.03800201416015625,0.012466192245483398,0.006700992584228516,0.0965738296508789,0.15374302864074707,0.02191999927163124,5.059807777404785,5.081727981567383
A-B,128,receiver,window2,delay2,B,receiver,3,False,True,2,4.7743542194366455,,4.0022969245910645,0.47887998819351196,9.466333866119385,201433088,8.832381963729858,0.036477088928222656,0.011944055557250977,0.0070798397064208984,0.12027311325073242,0.17577409744262695,0.022143999114632607,4.923776149749756,4.945919990539551
A-B,128,receiver,window2,delay2,B,receiver,4,False,True,2,4.831421852111816,,3.9561569690704346,0.7565439939498901,9.969689846038818,201433088,9.032034158706665,0.07178592681884766,0.01857304573059082,0.017566919326782227,0.23004889488220215,0.33797478675842285,0.02223999984562397,5.1387200355529785,5.1609601974487305
A-B,128,receiver,window2,delay2,B,receiver,5,False,True,2,4.789006948471069,,3.991177797317505,0.5316479802131653,9.583441019058228,201433088,8.857686996459961,0.036621809005737305,0.01242208480834961,0.006537199020385742,0.18075990676879883,0.23634099960327148,0.02163200080394745,4.984096050262451,5.005727767944336
A-B,128,receiver,window2,delay2,B,receiver,6,False,True,2,4.392084836959839,,4.537779092788696,0.5028480291366577,9.681960105895996,201433088,8.983134031295776,0.03737974166870117,0.012521982192993164,0.006617069244384766,0.15733599662780762,0.21385478973388672,0.02175999991595745,4.563039779663086,4.584799766540527
A-B,128,receiver,window2,delay2,B,receiver,7,False,True,2,4.766214370727539,,3.970392942428589,0.5012159943580627,9.547389268875122,201433088,8.892001152038574,0.0363008975982666,0.011995077133178711,0.007005929946899414,0.21074986457824707,0.2660517692565918,0.021856000646948814,4.990943908691406,5.012800216674805
A-B,128,receiver,window2,delay2,B,receiver,8,False,True,2,4.717639923095703,,3.996492862701416,0.5207039713859558,9.593226909637451,201433088,8.884751081466675,0.036049842834472656,0.012156009674072266,0.006350994110107422,0.26767706871032715,0.3222339153289795,0.021663999184966087,4.997568130493164,5.019231796264648
A-B,128,receiver,window2,delay2,B,receiver,9,False,True,2,4.688995838165283,,4.115394115447998,0.5043519735336304,9.69883680343628,201433088,9.00226092338562,0.03827810287475586,0.011827945709228516,0.008765697479248047,0.29540109634399414,0.35427284240722656,0.021663999184966087,5.008575916290283,5.030240058898926
A-B,128,receiver,window2,delay2,B,receiver,10,False,True,2,4.729035139083862,,3.968437910079956,0.5011199712753296,9.545448064804077,201433088,8.849782228469849,0.03590893745422363,0.012064218521118164,0.006809711456298828,0.24985194206237793,0.30463480949401855,0.021727999672293663,4.990367889404297,5.012095928192139
A-B,128,receiver,window2,jitter,A,sender,1,False,True,2.3978023181528085,2.9201459884643555,2.739340305328369,0.0008740425109863281,1.2547520399093628,7.090209007263184,0,0,0.21728229522705078,0.058202266693115234,0.03633260726928711,0.010854244232177734,0.32267141342163086,0.09087999910116196,3.150496006011963,3.2413759231567383
A-B,128,receiver,window2,jitter,A,sender,2,False,True,5.488456286506064,6.1053853034973145,3.1213126182556152,0.0008869171142578125,1.2074559926986694,10.589159965515137,0,0,0.21857929229736328,0.056813716888427734,0.03449821472167969,0.01102590560913086,0.32091712951660156,0.09004800021648407,6.330783843994141,6.42083215713501
A-B,128,receiver,window2,jitter,A,sender,3,False,True,7.996928421607372,8.499279022216797,2.587398052215576,0.0008578300476074219,1.2216639518737793,12.471034049987793,0,0,0.20277833938598633,0.059897422790527344,0.03390073776245117,0.011649131774902344,0.3082256317138672,0.09180799871683121,8.710111618041992,8.801919937133789
A-B,128,receiver,window2,jitter,A,sender,4,False,True,4.965206046046069,5.4586076736450195,3.696906566619873,0.0007481575012207031,1.1948479413986206,10.420424938201904,0,0,0.19029903411865234,0.05942106246948242,0.03359794616699219,0.011171340942382812,0.29448938369750977,0.09196799993515015,5.655231952667236,5.747200012207031
A-B,128,receiver,window2,jitter,A,sender,5,False,True,1.7490364240876284,2.21384859085083,2.670938491821289,0.0008258819580078125,1.1110080480575562,6.059505939483643,0,0,0.0916910171508789,0.043994903564453125,0.02751922607421875,0.009651660919189453,0.17285680770874023,0.07417599856853485,2.309920072555542,2.3840959072113037
A-B,128,receiver,window2,jitter,A,sender,6,False,True,0.6847827645338711,1.1863245964050293,2.3043971061706543,0.0006079673767089844,1.0959999561309814,4.644864559173584,0,0,0.08481884002685547,0.047675132751464844,0.027654170989990234,0.008683204650878906,0.16883134841918945,0.07807999849319458,1.2756799459457397,1.353760004043579
A-B,128,receiver,window2,jitter,A,sender,7,False,True,6.99098701913628,7.4302802085876465,2.495354652404785,0.000759124755859375,1.1584320068359375,11.153751850128174,0,0,0.21052217483520508,0.05876874923706055,0.08606624603271484,0.011047840118408203,0.36640501022338867,0.12118399888277054,7.6137919425964355,7.734975814819336
A-B,128,receiver,window2,jitter,A,sender,8,False,True,4.620743421352539,5.0486249923706055,2.798758029937744,0.0009355545043945312,1.215999960899353,9.220425605773926,0,0,0.19301462173461914,0.0719137191772461,0.033204078674316406,0.011295795440673828,0.30942821502685547,0.10447999835014343,5.24838399887085,5.352863788604736
A-B,128,receiver,window2,jitter,A,sender,9,False,True,2.679300472873228,2.974954128265381,2.5393309593200684,0.0007066726684570312,1.2491519451141357,6.829233169555664,0,0,0.0996246337890625,0.07988882064819336,0.0309906005859375,0.013089656829833984,0.22359371185302734,0.10780800133943558,3.0838398933410645,3.191648006439209
A-B,128,receiver,window2,jitter,A,sender,10,False,True,0.07404841084165792,0.6749520301818848,2.7867321968078613,0.0008950233459472656,1.2028160095214844,4.82726526260376,0,0,0.17851686477661133,0.058487892150878906,0.03347444534301758,0.011572837829589844,0.28205204010009766,0.09081599861383438,0.8600320219993591,0.9508479833602905
A-B,128,receiver,window2,jitter,B,receiver,1,False,True,2.3978023181528085,5.2029969692230225,,3.585667133331299,0.7642239928245544,9.816492080688477,201433088,8.88780403137207,0.06180000305175781,0.01774311065673828,0.017261981964111328,0.07689571380615234,0.17370080947875977,0.022624000906944275,5.345056056976318,5.367680072784424
A-B,128,receiver,window2,jitter,B,receiver,2,False,True,5.488456286506064,8.319292068481445,,0.14423799514770508,0.5040959715843201,9.62551498413086,201433088,8.949774980545044,0.03628373146057129,0.01165008544921875,0.00642704963684082,0.568687915802002,0.6230487823486328,0.022016000002622604,8.903712272644043,8.925727844238281
A-B,128,receiver,window2,jitter,B,receiver,3,False,True,7.996928421607372,10.789654970169067,,0.0013158321380615234,0.47996801137924194,11.371320962905884,201433088,8.80381989479065,0.0344998836517334,0.011180877685546875,0.006367206573486328,0.016910791397094727,0.06895875930786133,0.030751999467611313,10.825920104980469,10.856672286987305
A-B,128,receiver,window2,jitter,B,receiver,4,False,True,4.965206046046069,7.702178955078125,,0.003056764602661133,0.7595199942588806,9.851984024047852,201433088,8.85234785079956,0.06149005889892578,0.017752885818481445,0.016753196716308594,1.1549088954925537,1.2509050369262695,0.02271999977529049,8.915552139282227,8.938272476196289
A-B,128,receiver,window2,jitter,B,receiver,5,False,True,1.7490364240876284,4.225198030471802,,4.355885028839111,0.807968020439148,9.86058497428894,201433088,8.869517087936401,0.05903792381286621,0.01810908317565918,0.017036914825439453,0.24828886985778809,0.34247279167175293,0.0226879995316267,4.5373759269714355,4.56006383895874
A-B,128,receiver,window2,jitter,B,receiver,6,False,True,0.6847827645338711,3.1559181213378906,,5.872773170471191,0.4946880042552948,9.679857015609741,201433088,8.948787689208984,0.03697800636291504,0.011302947998046875,0.006404876708984375,0.02800607681274414,0.08269190788269043,0.041760001331567764,3.1944639682769775,3.2362239360809326
A-B,128,receiver,window2,jitter,B,receiver,7,False,True,6.99098701913628,9.644985914230347,,0.001371145248413086,0.47942399978637695,10.228721857070923,201433088,8.81470775604248,0.03565025329589844,0.012230873107910156,0.006062030792236328,0.017547130584716797,0.07149028778076172,0.031231999397277832,9.683775901794434,9.715007781982422
A-B,128,receiver,window2,jitter,B,receiver,8,False,True,4.620743421352539,7.312662124633789,,1.3927738666534424,0.761247992515564,9.811331033706665,201433088,8.869571924209595,0.05915212631225586,0.017885923385620117,0.0169980525970459,0.17372488975524902,0.2677609920501709,0.022592000663280487,7.538976192474365,7.561567783355713
A-B,128,receiver,window2,jitter,B,receiver,9,False,True,2.679300472873228,5.162528991699219,,3.59419322013855,0.7583039999008179,9.832486867904663,201433088,8.903425931930542,0.059797048568725586,0.0181119441986084,0.017007827758789062,0.12357425689697266,0.2184910774230957,0.022112000733613968,5.355008125305176,5.377120018005371
A-B,128,receiver,window2,jitter,B,receiver,10,False,True,0.07404841084165792,2.8331778049468994,,5.82154107093811,0.5074560046195984,9.517842769622803,201433088,8.849445104598999,0.03755307197570801,0.011868715286254883,0.006676197052001953,0.2625389099121094,0.3186368942260742,0.022016000002622604,3.127135992050171,3.1491520404815674
A-B,128,receiver,priority,zero,A,sender,1,False,True,0,0.43813514709472656,2.8518710136413574,0.00090789794921875,1.221824049949646,4.664926052093506,0,0,0.17790555953979492,0.05448102951049805,0.03330516815185547,0.01139211654663086,0.2770838737487793,0.0870399996638298,0.6223999857902527,0.7094399929046631
A-B,128,receiver,priority,zero,A,sender,2,False,True,0,0.2700486183166504,2.565670967102051,0.0007429122924804688,1.2383040189743042,4.147318363189697,0,0,0.09579658508300781,0.05893087387084961,0.032219886779785156,0.010785102844238281,0.19773244857788086,0.08899199962615967,0.37276801466941833,0.461760014295578
A-B,128,receiver,priority,zero,A,sender,3,False,True,0,0.42531824111938477,2.580965042114258,0.0008630752563476562,1.188223958015442,4.350736141204834,0,0,0.1763439178466797,0.05480480194091797,0.03238821029663086,0.011321067810058594,0.2748579978942871,0.08681599795818329,0.6080960035324097,0.6949120163917542
A-B,128,receiver,priority,zero,A,sender,4,False,True,0,0.4455599784851074,2.8605709075927734,0.0008602142333984375,1.239967942237854,4.6976470947265625,0,0,0.2475876808166504,0.05559110641479492,0.037867069244384766,0.011701583862304688,0.35274744033813477,0.1358720064163208,0.6516159772872925,0.7874879837036133
A-B,128,receiver,priority,zero,A,sender,5,False,True,0,0.34857606887817383,2.539278984069824,0.0008859634399414062,1.2336640357971191,4.260793685913086,0,0,0.17537689208984375,0.054289817810058594,0.03231096267700195,0.010947227478027344,0.27292490005493164,0.0867839977145195,0.5297279953956604,0.6165120005607605
A-B,128,receiver,priority,zero,A,sender,6,False,True,0,0.42266178131103516,2.8575377464294434,0.0009584426879882812,1.227679967880249,4.644641876220703,0,0,0.17993831634521484,0.05449819564819336,0.03465986251831055,0.011146068572998047,0.2802424430847168,0.0867839977145195,0.6083199977874756,0.6951040029525757
A-B,128,receiver,priority,zero,A,sender,7,False,True,0,0.3524923324584961,2.666656494140625,0.0009279251098632812,1.2289279699325562,4.384460926055908,0,0,0.1763019561767578,0.05405092239379883,0.032009124755859375,0.011085987091064453,0.27344799041748047,0.08649600297212601,0.5344640016555786,0.620959997177124
A-B,128,receiver,priority,zero,A,sender,8,False,True,0,0.29668188095092773,2.5822091102600098,0.0009059906005859375,1.2031680345535278,4.2345147132873535,0,0,0.17800092697143555,0.05469036102294922,0.034089088439941406,0.012176036834716797,0.27895641326904297,0.08640000224113464,0.4813759922981262,0.5677760243415833
A-B,128,receiver,priority,zero,A,sender,9,False,True,0,0.4394688606262207,2.8625288009643555,0.000888824462890625,1.2222720384597778,4.662288665771484,0,0,0.17619800567626953,0.054064273834228516,0.0322270393371582,0.01084280014038086,0.2733321189880371,0.08665599673986435,0.6220160126686096,0.7086719870567322
A-B,128,receiver,priority,zero,A,sender,10,False,True,0,0.3891792297363281,2.9293618202209473,0.0008897781372070312,1.2106560468673706,4.666264057159424,0,0,0.17515802383422852,0.05358743667602539,0.03204774856567383,0.012837409973144531,0.27363061904907227,0.08537600189447403,0.570464015007019,0.6558399796485901
A-B,128,receiver,priority,zero,B,receiver,1,False,True,0,2.627847194671631,,6.746598958969116,0.4896639883518219,10.270471096038818,201433088,9.594574928283691,0.0372920036315918,0.011825799942016602,0.018596172332763672,0.30129098892211914,0.3690049648284912,0.021824000403285027,2.9763200283050537,2.9981439113616943
A-B,128,receiver,priority,zero,B,receiver,2,False,True,0,2.3257429599761963,,7.073739290237427,0.5730559825897217,10.354964971542358,201433088,9.522711038589478,0.03567695617675781,0.012079954147338867,0.006421089172363281,0.2649250030517578,0.3191030025482178,0.02179200015962124,2.624959945678711,2.646752119064331
A-B,128,receiver,priority,zero,B,receiver,3,False,True,0,2.5929739475250244,,6.968920946121216,0.7765439748764038,10.510010957717896,201433088,9.526998043060303,0.06016397476196289,0.018471240997314453,0.0178377628326416,0.004640102386474609,0.10111308097839355,0.03776000067591667,2.6613759994506836,2.6991360187530518
A-B,128,receiver,priority,zero,B,receiver,4,False,True,0,2.6679489612579346,,6.7765491008758545,0.5119680166244507,10.311514854431152,201433088,9.612843036651611,0.03667783737182617,0.012456178665161133,0.0065119266510009766,0.26190710067749023,0.3175530433654785,0.02175999991595745,2.96614408493042,2.9879040718078613
A-B,128,receiver,priority,zero,B,receiver,5,False,True,0,2.5597310066223145,,7.050585985183716,0.515999972820282,10.237226963043213,201433088,9.526341915130615,0.035275936126708984,0.016106128692626953,0.007662773132324219,0.012043952941894531,0.07108879089355469,0.031328000128269196,2.602207899093628,2.6335361003875732
A-B,128,receiver,priority,zero,B,receiver,6,False,True,0,2.5957448482513428,,6.731690883636475,0.4947519898414612,10.260072946548462,201433088,9.519726991653442,0.03668975830078125,0.011738300323486328,0.016541004180908203,0.31299400329589844,0.3779630661010742,0.021856000646948814,2.952672004699707,2.9745280742645264
A-B,128,receiver,priority,zero,B,receiver,7,False,True,0,2.5717718601226807,,7.008750915527344,0.4771519899368286,10.285011053085327,201433088,9.6409170627594,0.024350643157958984,0.00793004035949707,0.00613713264465332,0.1592550277709961,0.19767284393310547,0.021856000646948814,2.74617600440979,2.7680320739746094
A-B,128,receiver,priority,zero,B,receiver,8,False,True,0,2.525151014328003,,7.077477216720581,0.5635520219802856,10.344714879989624,201433088,9.515749216079712,0.0398249626159668,0.012414216995239258,0.00665593147277832,0.05904078483581543,0.1179358959197998,0.021727999672293663,2.622080087661743,2.643807888031006
A-B,128,receiver,priority,zero,B,receiver,9,False,True,0,2.6679370403289795,,6.7291481494903564,0.5210239887237549,10.309135913848877,201433088,9.544580936431885,0.036715030670166016,0.012101173400878906,0.006829738616943359,0.2764780521392822,0.3321239948272705,0.021888000890612602,2.979680061340332,3.001568078994751
A-B,128,receiver,priority,zero,B,receiver,10,False,True,0,2.666729211807251,,6.651277303695679,0.7865279912948608,10.521478176116943,201433088,9.500863790512085,0.056691884994506836,0.0181119441986084,0.016740083694458008,0.24925494194030762,0.34079885482788086,0.021856000646948814,2.9876160621643066,3.009471893310547
A-B,128,receiver,priority,delay2,A,sender,1,False,True,2,2.6199631690979004,2.6448659896850586,0.0009045600891113281,1.7499840259552002,7.17310094833374,0,0,0.2018880844116211,0.0941157341003418,0.03430652618408203,0.011691570281982422,0.34200191497802734,0.12169600278139114,2.8278400897979736,2.949536085128784
A-B,128,receiver,priority,delay2,A,sender,2,False,True,2,2.560171604156494,2.572427272796631,0.0008401870727539062,1.3120319843292236,6.582388877868652,0,0,0.19415712356567383,0.061652183532714844,0.03494691848754883,0.011302947998046875,0.3020591735839844,0.09321600198745728,2.761215925216675,2.8544321060180664
A-B,128,receiver,priority,delay2,A,sender,3,False,True,2,2.4309182167053223,2.6480064392089844,0.0008730888366699219,1.208672046661377,6.422921180725098,0,0,0.202484130859375,0.07230806350708008,0.03518104553222656,0.013220787048339844,0.3231940269470215,0.10364799946546555,2.639807939529419,2.7434558868408203
A-B,128,receiver,priority,delay2,A,sender,4,False,True,2,2.4272689819335938,2.67569637298584,0.000873565673828125,1.2035200595855713,6.4422831535339355,0,0,0.19164037704467773,0.056830406188964844,0.03389692306518555,0.01107025146484375,0.2934379577636719,0.08940800279378891,2.624511957168579,2.7139201164245605
A-B,128,receiver,priority,delay2,A,sender,5,False,True,2,2.4326071739196777,2.595104694366455,0.0009441375732421875,1.2218559980392456,6.391287803649902,0,0,0.2081012725830078,0.056967735290527344,0.03415632247924805,0.011632442474365234,0.31085777282714844,0.08950400352478027,2.687391996383667,2.7768959999084473
A-B,128,receiver,priority,delay2,A,sender,6,False,True,2,2.495805263519287,2.5651721954345703,0.0009207725524902344,1.2032320499420166,6.3995842933654785,0,0,0.1917123794555664,0.05617952346801758,0.035063743591308594,0.011018753051757812,0.2939743995666504,0.08966399729251862,2.693120002746582,2.7827839851379395
A-B,128,receiver,priority,delay2,A,sender,7,False,True,2,2.46771240234375,2.6107687950134277,0.0009765625,1.2120959758758545,6.4267578125,0,0,0.19231128692626953,0.05645561218261719,0.03413820266723633,0.011900901794433594,0.29480600357055664,0.08934400230646133,2.666304111480713,2.755647897720337
A-B,128,receiver,priority,delay2,A,sender,8,False,True,2,2.3640904426574707,2.6504316329956055,0.0008707046508789062,1.2306239604949951,6.380666255950928,0,0,0.21054601669311523,0.063568115234375,0.03401994705200195,0.012300968170166016,0.3204350471496582,0.09551999717950821,2.58076810836792,2.676287889480591
A-B,128,receiver,priority,delay2,A,sender,9,False,True,2,2.4799270629882812,2.7483158111572266,0.0008630752563476562,1.2426879405975342,6.6063151359558105,0,0,0.2109999656677246,0.05671119689941406,0.03403663635253906,0.011964797973632812,0.31371259689331055,0.08940800279378891,2.69702410697937,2.7864320278167725
A-B,128,receiver,priority,delay2,A,sender,10,False,True,2,2.5763278007507324,2.6170620918273926,0.0009317398071289062,1.204576015472412,6.532968997955322,0,0,0.19556093215942383,0.05693387985229492,0.03507232666015625,0.010532855987548828,0.29809999465942383,0.09001599997282028,2.7782719135284424,2.868288040161133
A-B,128,receiver,priority,delay2,B,receiver,1,False,True,2,4.845899820327759,,4.8759238719940186,0.5127040147781372,10.384819746017456,201433088,9.625450134277344,0.03712725639343262,0.0116729736328125,0.017689943313598633,0.023251056671142578,0.08974123001098633,0.043807998299598694,4.887936115264893,4.93174409866333
A-B,128,receiver,priority,delay2,B,receiver,2,False,True,2,4.7422778606414795,,4.759555101394653,0.4800640046596527,10.099768877029419,201433088,9.46532678604126,0.03931427001953125,0.012089967727661133,0.006953001022338867,0.016800880432128906,0.07515811920166016,0.03577600046992302,4.784512042999268,4.820288181304932
A-B,128,receiver,priority,delay2,B,receiver,3,False,True,2,4.6912617683410645,,4.916500091552734,0.4914880096912384,10.266833066940308,201433088,9.588052988052368,0.03554797172546387,0.01179194450378418,0.00673222541809082,0.0724039077758789,0.12647604942321777,0.02208000048995018,4.797215938568115,4.819295883178711
A-B,128,receiver,priority,delay2,B,receiver,4,False,True,2,4.658519983291626,,4.83813214302063,0.49619200825691223,10.213465929031372,201433088,9.53039002418518,0.03574085235595703,0.011962890625,0.006820201873779297,0.12895894050598145,0.18348288536071777,0.022048000246286392,4.820799827575684,4.84284782409668
A-B,128,receiver,priority,delay2,B,receiver,5,False,True,2,4.72009015083313,,4.775543928146362,0.4992319941520691,10.13050889968872,201433088,9.446311950683594,0.0357208251953125,0.012069940567016602,0.0067331790924072266,0.04405474662780762,0.09857869148254395,0.022016000002622604,4.796864032745361,4.818880081176758
A-B,128,receiver,priority,delay2,B,receiver,6,False,True,2,4.717153787612915,,4.772790908813477,0.5004159808158875,10.099170923233032,201433088,9.445098161697388,0.03568387031555176,0.01244211196899414,0.006964206695556641,0.016338825225830078,0.07142901420593262,0.03200000151991844,4.7584638595581055,4.790463924407959
A-B,128,receiver,priority,delay2,B,receiver,7,False,True,2,4.727187871932983,,4.77864408493042,0.5029119849205017,10.151012897491455,201433088,9.458541870117188,0.035533905029296875,0.011898994445800781,0.0065708160400390625,0.05054807662963867,0.10455179214477539,0.022207999601960182,4.810336112976074,4.832543849945068
A-B,128,receiver,priority,delay2,B,receiver,8,False,True,2,4.682246923446655,,4.779407978057861,0.49724799394607544,10.121662855148315,201433088,9.465509176254272,0.03565716743469238,0.011836051940917969,0.0068509578704833984,0.0698549747467041,0.12419915199279785,0.022016000002622604,4.785312175750732,4.807328224182129
A-B,128,receiver,priority,delay2,B,receiver,9,False,True,2,4.726123094558716,,4.7820658683776855,0.4991999864578247,10.29793405532837,201433088,9.612180948257446,0.035735130310058594,0.011921882629394531,0.006464958190917969,0.19932317733764648,0.2534451484680176,0.022016000002622604,4.95795202255249,4.979968070983887
A-B,128,receiver,priority,delay2,B,receiver,10,False,True,2,4.794816017150879,,4.719143867492676,0.5007039904594421,10.165802955627441,201433088,9.481405019760132,0.036269187927246094,0.011718988418579102,0.017373085021972656,0.018084049224853516,0.08344531059265137,0.043296001851558685,4.836160182952881,4.879456043243408
A-B,128,receiver,priority,jitter,A,sender,1,False,True,3.809004878758646,4.438833236694336,2.7302098274230957,0.0008687973022460938,1.2445119619369507,8.548882961273193,0,0,0.21728515625,0.05790138244628906,0.0338287353515625,0.01139974594116211,0.32041501998901367,0.0907519981265068,4.662752151489258,4.753503799438477
A-B,128,receiver,priority,jitter,A,sender,2,False,True,0.36562293914328503,0.8207488059997559,2.710714817047119,0.0009517669677734375,1.2165440320968628,4.883987903594971,0,0,0.1732182502746582,0.056014060974121094,0.031690120697021484,0.012822628021240234,0.273745059967041,0.08796799927949905,0.9995200037956238,1.087488055229187
A-B,128,receiver,priority,jitter,A,sender,3,False,True,2.2552543237442775,2.7376022338867188,2.733794689178467,0.0008530616760253906,1.1984959840774536,6.825943946838379,0,0,0.18979120254516602,0.056360721588134766,0.032633304595947266,0.010708808898925781,0.28949403762817383,0.08902399986982346,2.933919906616211,3.0229439735412598
A-B,128,receiver,priority,jitter,A,sender,4,False,True,4.7766451258424665,5.184074878692627,2.60288667678833,0.0006642341613769531,1.1960639953613281,9.048087120056152,0,0,0.10249996185302734,0.06286191940307617,0.030541419982910156,0.01289224624633789,0.20879554748535156,0.09344000369310379,5.293024063110352,5.3864641189575195
A-B,128,receiver,priority,jitter,A,sender,5,False,True,2.5354385507187542,2.9087862968444824,2.5240769386291504,0.0007457733154296875,1.130079984664917,6.623843193054199,0,0,0.0984964370727539,0.045441627502441406,0.02834606170654297,0.007494926452636719,0.179779052734375,0.07568000257015228,3.0116159915924072,3.0872960090637207
A-B,128,receiver,priority,jitter,A,sender,6,False,True,6.659977420043291,7.01138973236084,2.3059139251708984,0.0006456375122070312,1.3304959535598755,10.709486484527588,0,0,0.0843348503112793,0.05033540725708008,0.03665590286254883,0.010182380676269531,0.18150854110717773,0.081216000020504,7.100736141204834,7.181951999664307
