run,direction,case,model,batch,q,hidden,mode,bytes,n,correct,sender_setup_ms,receiver_setup_ms,first_transfer_e2e_ms,sender_background_alone_cuda_p50_ms,receiver_background_alone_cuda_p50_ms,e2e_ack_ms_p50,e2e_ack_ms_p95,d2h_cuda_ms_p50,d2h_cuda_ms_p95,d2h_host_ms_p50,d2h_host_ms_p95,h2d_cuda_ms_p50,h2d_cuda_ms_p95,h2d_host_ms_p50,h2d_host_ms_p95,network_host_ack_residual_ms_p50,network_host_ack_residual_ms_p95,sender_background_jobs,receiver_background_jobs,sender_background_slowdown,receiver_background_slowdown,samples_with_d2h_gpu_overlap,samples_with_h2d_gpu_overlap,e2e_slowdown_vs_gpu,d2h_slowdown_vs_gpu,h2d_slowdown_vs_gpu
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,12,opt-125m,1,256,768,cpu,393216,20,True,0.6224849224090576,0.6048989295959473,1.5217320919036865,,,1.4711074829101562,1.4840873956680298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4711074829101562,1.4840873956680298,0,0,,,0,0,,,
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,13,opt-125m,1,256,768,gpu,393216,20,True,0.6532399654388428,0.7016129493713379,1.7504119873046875,,,1.604172945022583,1.6298487901687622,0.021455999463796616,0.025180799420922995,0.05235159397125244,0.062252366542816163,0.03283200040459633,0.034699199721217155,0.05188608169555664,0.05275483131408691,1.4988360404968262,1.5155678153038026,0,0,,,0,0,1.0,1.0,1.0
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,14,opt-125m,1,256,768,gpu_h2d,393216,20,True,15.265905141830444,27.203789234161377,2.512935161590576,0.6015839874744415,1.1193280220031738,2.3776731491088867,2.496176815032959,0.03284800052642822,0.13115520626306534,0.1442265510559082,0.1766172885894776,0.03182400017976761,0.032353600487113,0.6633150577545166,0.8484102487564087,1.5662124156951904,1.582305908203125,80,60,1.0014894126859122,1.0036307175467676,4,0,1.4821800582576306,1.5309471172318814,0.9692982391445266
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,15,opt-125m,1,256,768,gpu_compute,393216,20,True,6.741012096405029,6.737744331359863,1.6792325973510742,0.20337600260972977,0.20430400222539902,1.6308929920196533,1.7053701639175416,0.026928000152111053,0.04446719940751791,0.060685038566589355,0.12472679615020758,0.037775998935103416,0.05142400022596121,0.06349349021911621,0.10230460166931153,1.4953458309173584,1.5346659541130065,131,142,1.0098339852139446,1.0259221152786826,11,20,1.0166565874832743,1.2550335955007603,1.1505847487079999
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,16,opt-125m,4,1,768,cpu,6144,20,True,0.37506675720214844,0.25281763076782227,0.316054105758667,,,0.10889697074890137,0.11453995704650882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10889697074890137,0.11453995704650882,0,0,,,0,0,,,
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,17,opt-125m,4,1,768,gpu,6144,20,True,0.26502394676208496,0.2597060203552246,0.38295602798461914,,,0.1680821180343628,0.18118364810943613,0.006272000027820468,0.006577600119635463,0.02103257179260254,0.023013806343078615,0.006895999889820814,0.01002080026082696,0.022665023803710938,0.029598903656005898,0.1246790885925293,0.13014205694198613,0,0,,,0,0,1.0,1.0,1.0
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,18,opt-125m,4,1,768,gpu_h2d,6144,20,True,15.501002073287964,27.491851329803467,1.2165238857269287,0.6017760038375854,1.1196319460868835,1.3652653694152832,1.4398211359977722,0.022767999209463596,0.08785439841449263,0.09307241439819336,0.15009632110595705,0.001888000057078898,0.0019519999623298645,0.9521665573120117,1.0785715103149414,0.2810136079788208,0.3471762418746948,44,38,1.0026853369302244,1.0089600856715129,3,0,8.12260926612174,3.6301018986722675,0.2737819152035914
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,19,opt-125m,4,1,768,gpu_compute,6144,20,True,4.79072904586792,4.844333171844482,0.4924201965332031,0.12337600067257881,0.12463999912142754,0.3531498908996582,0.44780825376510625,0.03627200052142143,0.03794240113347769,0.05541110038757324,0.1516819477081299,0.025968000292778015,0.030672000069171205,0.07739639282226562,0.10360424518585205,0.2122948169708252,0.26646325588226316,47,41,1.0997276959431699,1.3807445469732837,19,20,2.101055692476817,5.783163322788763,3.7656613555213916
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,20,opt-125m,4,32,768,cpu,196608,20,True,0.4952671527862549,0.49677610397338867,0.9213540554046631,,,0.8117880821228027,0.8553452134132385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8117880821228027,0.8553452134132385,0,0,,,0,0,,,
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,21,opt-125m,4,32,768,gpu,196608,20,True,0.5522820949554443,0.525947093963623,1.0633621215820312,,,0.9082114696502686,0.960677444934845,0.013712000101804733,0.01992160063236952,0.036673545837402344,0.05587577819824219,0.017376000061631203,0.027763200271874674,0.035532236099243164,0.08017578125000002,0.8183754682540894,0.8763278841972351,0,0,,,0,0,1.0,1.0,1.0
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,22,opt-125m,4,32,768,gpu_h2d,196608,20,True,15.131394863128662,27.017475605010986,1.3114371299743652,0.6013759970664978,1.119920015335083,1.2803359031677246,1.3337766528129578,0.024303999729454517,0.035201600939035495,0.1370476484298706,0.1553988575935364,0.016751999966800213,0.01692960038781166,0.250624418258667,0.3109166860580445,0.8986184597015381,0.9341788768768311,40,40,1.0125578638602932,1.0111436180687354,1,0,1.4097332460035465,1.7724620441226293,0.9640883924598461
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,23,opt-125m,4,32,768,gpu_compute,196608,20,True,6.119194030761719,6.136279582977295,1.0786769390106201,0.18307199329137802,0.18132799863815308,0.9993385076522827,1.1220528483390808,0.024927999824285507,0.030945600103586938,0.09655237197875977,0.10334953069686893,0.021680000238120556,0.026979200448840855,0.04310941696166992,0.06741619110107422,0.8601247072219849,0.9236743807792663,101,99,0.9886384257994433,1.1084443913392341,20,20,1.1003368059611767,1.8179696352981034,1.2476979834958235
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,24,opt-125m,4,128,768,cpu,786432,20,True,0.9096460342407227,0.9802718162536621,2.8656020164489746,,,2.8580750226974487,2.910274314880371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8580750226974487,2.910274314880371,0,0,,,0,0,,,
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,25,opt-125m,4,128,768,gpu,786432,20,True,0.9807159900665283,0.9749226570129395,3.0754921436309814,,,3.0170843601226807,3.0990940809249876,0.038416000083088875,0.041897598654031754,0.07267892360687256,0.08813868761062622,0.06398400291800499,0.07355519980192185,0.08384895324707031,0.11615419387817384,2.8562079668045044,2.8974632263183593,0,0,,,0,0,1.0,1.0,1.0
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,26,opt-125m,4,128,768,gpu_h2d,786432,20,True,15.522020816802979,27.507800102233887,3.718935012817383,0.601472020149231,1.1191200017929077,3.655133366584778,3.761207139492035,0.047887999564409256,0.12813920229673387,0.1515951156616211,0.16575294733047485,0.06107199937105179,0.06211999990046024,0.5904264450073242,0.6980375528335573,2.919013738632202,2.938878428936005,121,80,1.0005851734006037,1.0060904728117455,4,0,1.2114786761998768,1.2465639176601848,0.9544885687960957
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,27,opt-125m,4,128,768,gpu_compute,786432,20,True,10.630640029907227,10.777358055114746,3.125566244125366,0.36952000856399536,0.3724000006914139,3.0658785104751587,3.1071998119354247,0.04267200082540512,0.05980960093438625,0.10660910606384277,0.11371555328369143,0.06756800040602684,0.07457440011203291,0.09260916709899902,0.10506858825683597,2.8652020692825317,2.9044055700302125,160,160,0.9982680102337005,1.007261034932059,20,20,1.016172617178823,1.1107871910951443,1.0560139616868722
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,28,opt-125m,4,256,768,cpu,1572864,20,True,2.229151964187622,2.3466691970825195,5.5671586990356445,,,5.530989050865173,5.544891381263733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.530989050865173,5.544891381263733,0,0,,,0,0,,,
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,29,opt-125m,4,256,768,gpu,1572864,20,True,1.6936678886413574,1.9125380516052246,5.8322508335113525,,,5.860672354698181,5.903407323360443,0.06860800087451935,0.07520799674093724,0.09908759593963623,0.1272163510322571,0.12585600465536118,0.13323519378900528,0.15136241912841797,0.17642102241516114,5.602079510688782,5.621605110168457,0,0,,,0,0,1.0,1.0,1.0
experiments/inferrelay_two_node/results/t1-125m-b-a-01,B-A,30,opt-125m,4,256,768,gpu_h2d,1572864,20,True,16.295597076416016,28.283257007598877,6.09243106842041,0.6012160181999207,1.1196799874305725,5.987720489501953,6.214724349975587,0.07524799928069115,0.08004160299897198,0.10065615177154541,0.1718838930130005,0.1199519969522953,0.12170720249414443,0.3004136085510254,0.5284851789474492,5.575055122375488,5.612223958969117,201,121,1.0000532382592537,1.0054587374587525,2,0,1.0216780818163167,1.096781691953334,0.9530891853810777
